loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
9624,Kepler-1230 b,Kepler-1230,1,1,1,0,Transit,9.95661537,,0.242,,,,,5961.0,1.08,1.06,0.01,[Fe/H],,3.47,1364.22,
9631,Kepler-1231 b,Kepler-1231,1,1,1,0,Transit,10.41725184,,0.127,,,,,5778.0,1.0,1.01,0.06,[Fe/H],,4.17,987.237,
9642,Kepler-1232 b,Kepler-1232,1,1,1,0,Transit,26.7839183,,0.172,,,,,5471.0,0.89,0.92,0.06,[Fe/H],,4.79,632.865,
9657,Kepler-1233 b,Kepler-1233,1,1,1,0,Transit,45.1263042,,0.232,,,,,6198.0,1.25,1.16,0.02,[Fe/H],,2.88,1178.7,
9662,Kepler-1234 b,Kepler-1234,1,1,1,0,Transit,11.94014029,,0.251,,,,,4967.0,0.76,0.8,0.01,[Fe/H],,4.37,916.749,
9670,Kepler-1235 b,Kepler-1235,1,1,1,0,Transit,4.16055856,,0.07,,,,,5541.0,0.9,0.93,0.01,[Fe/H],,4.57,540.604,
9686,Kepler-1236 b,Kepler-1236,1,1,1,0,Transit,31.0571618,,0.191,,,,,5337.0,0.82,0.86,-0.09,[Fe/H],,4.07,999.64,
9687,Kepler-1237 b,Kepler-1237,1,1,1,0,Transit,84.5733226,,0.255,,,,,5472.0,0.9,0.94,0.12,[Fe/H],,4.57,1064.31,
9702,Kepler-1238 b,Kepler-1238,1,1,1,0,Transit,4.14787559,,0.172,,,,,6386.0,1.48,1.3,0.05,[Fe/H],,2.14,1632.13,
9711,Kepler-1239 b,Kepler-1239,1,1,1,0,Transit,5.19104016,,0.259,,,,,6564.0,1.57,1.4,0.22,[Fe/H],,1.62,2140.6,
9721,Kepler-124 b,Kepler-124,1,1,3,0,Transit,3.410493,0.039,0.065,,,,,4984.0,0.64,,,,,,420.046,
9722,Kepler-124 c,Kepler-124,1,1,3,0,Transit,13.821375,0.1,0.156,,,,,4984.0,0.64,,,,,,420.046,
9740,Kepler-124 d,Kepler-124,1,1,3,0,Transit,30.950851,0.17,0.099,,,,,4984.0,0.64,,,,,,420.046,
9747,Kepler-1240 b,Kepler-1240,1,1,1,0,Transit,4.8663815,,0.103,,,,,5682.0,0.96,0.98,0.04,[Fe/H],,4.07,862.186,
9762,Kepler-1241 b,Kepler-1241,1,1,1,0,Transit,18.5525701,,0.235,,,,,5261.0,0.8,0.84,-0.09,[Fe/H],,4.68,968.722,
9763,Kepler-1242 b,Kepler-1242,1,1,1,0,Transit,13.62798432,,0.202,,,,,4895.0,0.74,0.77,-0.05,[Fe/H],,5.62,687.615,
9781,Kepler-1243 b,Kepler-1243,1,1,1,0,Transit,16.8320729,,0.156,,,,,5667.0,0.94,0.96,0.01,[Fe/H],,4.37,758.17,
9785,Kepler-1244 b,Kepler-1244,1,1,1,0,Transit,3.70428172,,0.12,,,,,6680.0,1.77,1.46,0.05,[Fe/H],,1.7,1075.81,
9793,Kepler-1245 b,Kepler-1245,1,1,2,0,Transit,4.35409304,,0.128,,,,,5306.0,0.83,0.86,-0.01,[Fe/H],,4.57,805.936,
9802,Kepler-1245 c,Kepler-1245,1,1,2,0,Transit,2.93658468,,0.128,,,,,5306.0,0.83,0.86,-0.01,[Fe/H],,4.57,805.936,
9810,Kepler-1246 b,Kepler-1246,1,1,1,0,Transit,11.32271513,,0.121,,,,,4611.0,0.69,0.73,-0.03,[Fe/H],,3.89,436.505,
9823,Kepler-1247 b,Kepler-1247,1,1,1,0,Transit,13.71220213,,0.208,,,,,5303.0,0.82,0.86,-0.05,[Fe/H],,4.68,1045.92,
9833,Kepler-1248 b,Kepler-1248,1,1,1,0,Transit,7.46725407,,0.105,,,,,6149.0,1.21,1.21,0.24,[Fe/H],,1.51,593.026,
9840,Kepler-1249 b,Kepler-1249,1,1,1,0,Transit,24.3347127,,0.212,,,,,6202.0,1.28,1.19,0.06,[Fe/H],,2.82,1904.54,
9853,Kepler-125 b,Kepler-125,1,1,2,0,Transit,4.164389,0.041,0.211,,,,,3810.0,0.51,,,,,,183.365,
9861,Kepler-125 c,Kepler-125,1,1,2,0,Transit,5.774464,0.051,0.066,,,,,3810.0,0.51,,,,,,183.365,
9874,Kepler-1250 b,Kepler-1250,1,1,1,0,Transit,2.60754383,,0.171,,,,,5717.0,0.98,0.99,0.04,[Fe/H],,4.57,2126.85,
9892,Kepler-1251 b,Kepler-1251,1,1,1,0,Transit,45.0904643,,0.164,,,,,5545.0,0.89,0.92,-0.04,[Fe/H],,4.79,902.204,
9901,Kepler-1252 b,Kepler-1252,1,1,1,0,Transit,15.0540329,,0.149,,,,,5949.0,1.09,1.06,0.03,[Fe/H],,3.89,648.979,
9908,Kepler-1253 b,Kepler-1253,1,1,1,0,Transit,68.8861915,,0.119,,,,,5850.0,1.1,0.97,-0.14,[Fe/H],,7.08,514.524,
9912,Kepler-1254 b,Kepler-1254,1,1,3,0,Transit,9.99113313,,0.138,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],,5.62,622.818,
9927,Kepler-1254 c,Kepler-1254,1,1,3,0,Transit,3.60084276,,0.116,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],,5.62,622.818,
9932,Kepler-1254 d,Kepler-1254,1,1,3,0,Transit,5.72717226,,0.117,,,,,4985.0,0.75,0.78,-0.1,[Fe/H],,5.62,622.818,
9940,Kepler-1255 b,Kepler-1255,1,1,1,0,Transit,36.2919336,,0.207,,,,,6018.0,1.12,1.08,0.02,[Fe/H],,3.55,1617.07,
9953,Kepler-1256 b,Kepler-1256,1,1,1,0,Transit,12.4127754,,0.133,,,,,6129.0,1.36,1.17,0.05,[Fe/H],,3.72,891.192,
9957,Kepler-1257 b,Kepler-1257,1,1,1,0,Transit,2.66831376,,0.136,,,,,5502.0,0.87,0.9,-0.09,[Fe/H],,4.37,1105.95,
9965,Kepler-1258 b,Kepler-1258,1,1,1,0,Transit,0.98494017,,0.077,,,,,5839.0,0.99,0.99,-0.07,[Fe/H],,3.89,717.555,
9976,Kepler-1259 b,Kepler-1259,1,1,1,0,Transit,0.66308526,,0.128,,,,,5053.0,0.77,0.8,-0.07,[Fe/H],,5.25,805.562,
9985,Kepler-126 b,Kepler-126,1,1,3,0,Transit,10.495711,0.099,0.136,,,,,6239.0,1.36,,,,,,237.401,
10004,Kepler-126 c,Kepler-126,1,1,3,0,Transit,21.869741,0.162,0.141,,,,,6239.0,1.36,,,,,,237.401,
10018,Kepler-126 d,Kepler-126,1,1,3,0,Transit,100.283134,0.448,0.223,,,,,6239.0,1.36,,,,,,237.401,
10031,Kepler-1260 b,Kepler-1260,1,1,1,0,Transit,19.1187753,,0.158,,,,,5961.0,1.08,1.06,0.01,[Fe/H],,3.8,1734.43,
10034,Kepler-1261 b,Kepler-1261,1,1,1,0,Transit,48.4308991,,0.202,,,,,5006.0,0.77,0.82,0.03,[Fe/H],,4.47,744.294,
10046,Kepler-1262 b,Kepler-1262,1,1,1,0,Transit,8.67900242,,0.162,,,,,5771.0,0.98,0.99,-0.02,[Fe/H],,4.27,1054.87,
10058,Kepler-1263 b,Kepler-1263,1,1,1,0,Transit,4.55139967,,0.102,,,,,5213.0,0.8,0.84,-0.03,[Fe/H],,4.9,664.83,
10062,Kepler-1264 b,Kepler-1264,1,1,1,0,Transit,0.96852602,,0.105,,,,,5791.0,0.98,0.99,-0.02,[Fe/H],,4.17,801.993,
10070,Kepler-1265 b,Kepler-1265,1,1,1,0,Transit,6.49441289,,0.12,,,,,4630.0,0.69,0.71,-0.1,[Fe/H],,5.25,583.641,
10086,Kepler-1266 b,Kepler-1266,1,1,2,0,Transit,28.474748,,0.23,,,,,5044.0,0.76,0.8,-0.07,[Fe/H],,5.13,849.312,
10092,Kepler-1266 c,Kepler-1266,1,1,2,0,Transit,4.86631012,,0.15,,,,,4996.0,0.83,0.79,0.14,[Fe/H],,,849.312,
10099,Kepler-1267 b,Kepler-1267,1,1,1,0,Transit,13.0313945,,0.269,,,,,6096.0,1.2,1.15,0.07,[Fe/H],,3.24,1379.43,
10106,Kepler-1268 b,Kepler-1268,1,1,1,0,Transit,40.9903986,,0.181,,,,,5904.0,1.09,1.06,0.05,[Fe/H],,4.27,1840.77,
10122,Kepler-1269 b,Kepler-1269,1,1,1,0,Transit,37.3331536,,0.145,,,,,5998.0,1.15,1.1,0.07,[Fe/H],,3.55,1097.23,
10127,Kepler-127 b,Kepler-127,1,1,3,0,Transit,14.435889,0.125,0.125,,,,,6106.0,1.36,,,,,,352.794,
10141,Kepler-127 c,Kepler-127,1,1,3,0,Transit,29.393195,0.2,0.237,,,,,6106.0,1.36,,,,,,352.794,
10149,Kepler-127 d,Kepler-127,1,1,3,0,Transit,48.630408,0.28,0.236,,,,,6106.0,1.36,,,,,,352.794,
10168,Kepler-1270 b,Kepler-1270,1,1,1,0,Transit,6.03356196,,0.296,,,,,5047.0,3.38,1.28,-0.02,[Fe/H],,4.37,1095.05,
10170,Kepler-1271 b,Kepler-1271,1,1,1,0,Transit,3.0255955,,0.132,,,,,6143.0,1.23,1.13,-0.01,[Fe/H],,3.63,831.991,
10181,Kepler-1272 b,Kepler-1272,1,1,1,0,Transit,51.1309704,,0.211,,,,,5926.0,1.09,1.06,0.06,[Fe/H],,3.89,1206.37,
10194,Kepler-1273 b,Kepler-1273,1,1,1,0,Transit,28.625653,,0.222,,,,,5566.0,0.91,0.94,0.03,[Fe/H],,4.47,1114.24,
10204,Kepler-1274 b,Kepler-1274,1,1,1,0,Transit,6.98152703,,0.127,,,,,6179.0,2.17,1.45,0.11,[Fe/H],,2.88,614.648,
10208,Kepler-1275 b,Kepler-1275,1,1,1,0,Transit,3.65691115,,0.132,,,,,6296.0,1.36,1.23,0.04,[Fe/H],,2.51,1153.98,
10221,Kepler-1276 b,Kepler-1276,1,1,1,0,Transit,12.5720095,,0.106,,,,,6188.0,1.21,1.14,-0.02,[Fe/H],,3.09,538.481,
10234,Kepler-1277 b,Kepler-1277,1,1,1,0,Transit,40.8365012,,0.143,,,,,5578.0,0.92,0.94,-0.01,[Fe/H],,5.01,557.193,
10243,Kepler-1278 b,Kepler-1278,1,1,1,0,Transit,3.23941344,,0.09,,,,,6074.0,1.16,1.11,0.02,[Fe/H],,3.31,889.426,
10253,Kepler-1279 b,Kepler-1279,1,1,1,0,Transit,23.4774101,,0.156,,,,,6221.0,1.33,1.21,0.06,[Fe/H],,2.82,1494.22,
10257,Kepler-128 b,Kepler-128,1,1,2,0,Transit,15.0,,0.127,0.01192,,,,6072.0,1.66,1.18,,,,,396.379,1.1378832e-05
10272,Kepler-128 c,Kepler-128,1,1,2,0,Transit,22.8,,0.136,0.01063,0.037,,,6072.0,1.66,1.18,,,,,396.379,1.0147398e-05
10288,Kepler-1280 b,Kepler-1280,1,1,1,0,Transit,66.5579057,,0.167,,,,,6227.0,1.32,1.2,0.04,[Fe/H],,2.82,1486.7,
10302,Kepler-1281 b,Kepler-1281,1,1,1,0,Transit,3.11602791,,0.146,,,,,5353.0,0.83,0.87,-0.04,[Fe/H],,4.37,,
10310,Kepler-1282 b,Kepler-1282,1,1,1,0,Transit,2.13194651,,0.138,,,,,5504.0,0.89,0.92,0.01,[Fe/H],,4.57,1103.29,
10320,Kepler-1283 b,Kepler-1283,1,1,1,0,Transit,12.9460978,,0.17,,,,,6175.0,1.25,1.16,0.04,[Fe/H],,2.88,2921.99,
10328,Kepler-1284 b,Kepler-1284,1,1,1,0,Transit,0.66407381,,0.108,,,,,5123.0,0.79,0.84,0.03,[Fe/H],,4.47,882.324,
10339,Kepler-1285 b,Kepler-1285,1,1,1,0,Transit,14.7967458,,0.087,,,,,6170.0,1.28,1.2,0.16,[Fe/H],,2.75,422.269,
10347,Kepler-1286 b,Kepler-1286,1,1,1,0,Transit,11.25402929,,0.192,,,,,5753.0,0.98,1.0,0.03,[Fe/H],,4.17,1354.46,
10355,Kepler-1287 b,Kepler-1287,1,1,1,0,Transit,11.47685909,,0.137,,,,,5715.0,0.94,0.96,-0.05,[Fe/H],,4.07,1003.26,
10366,Kepler-1288 b,Kepler-1288,1,1,1,0,Transit,2.76122421,,0.1,,,,,6132.0,1.29,1.2,0.14,[Fe/H],,2.88,814.078,
10371,Kepler-1289 b,Kepler-1289,1,1,1,0,Transit,7.99019627,,0.136,,,,,6080.0,1.17,1.1,0.02,[Fe/H],,2.95,1053.57,
10380,Kepler-129 b,Kepler-129,1,1,3,0,Transit,15.79,0.13,0.214,0.06293,,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,6.43,408.845,6.0072978e-05
10397,Kepler-129 c,Kepler-129,1,1,3,0,Transit,82.2,0.39,0.225,0.13529,,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,6.43,408.845,0.000129147834
10406,Kepler-129 d,Kepler-129,1,1,3,0,Radial Velocity,2646.0,4.0,,8.3,0.15,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,6.43,408.845,0.00792318
10409,Kepler-1290 b,Kepler-1290,1,1,1,0,Transit,4.69500134,,0.127,,,,,5660.0,0.93,0.95,-0.02,[Fe/H],,4.07,1593.7,
10423,Kepler-1291 b,Kepler-1291,1,1,1,0,Transit,8.63043276,,0.148,,,,,5216.0,0.8,0.84,-0.04,[Fe/H],,4.9,897.352,
10427,Kepler-1292 b,Kepler-1292,1,1,1,0,Transit,3.27646405,,0.162,,,,,5556.0,0.93,0.95,0.08,[Fe/H],,4.68,1493.43,
10439,Kepler-1293 b,Kepler-1293,1,1,1,0,Transit,5.57654784,,0.087,,,,,6241.0,1.28,1.18,0.0,[Fe/H],,2.82,1028.16,
10448,Kepler-1294 b,Kepler-1294,1,1,1,0,Transit,115.6862258,,0.285,,,,,5776.0,0.97,0.99,-0.03,[Fe/H],,3.98,1855.7,
10460,Kepler-1295 b,Kepler-1295,1,1,1,0,Transit,3.81371974,,0.138,,,,,5486.0,0.89,0.92,0.04,[Fe/H],,4.68,1174.46,
10461,Kepler-1296 b,Kepler-1296,1,1,1,0,Transit,8.3839865,,0.081,,,,,5359.0,0.83,0.87,-0.04,[Fe/H],,4.17,1551.54,
10477,Kepler-1297 b,Kepler-1297,1,1,1,0,Transit,1.68189002,,0.087,,,,,5818.0,0.99,0.99,-0.04,[Fe/H],,4.17,1439.47,
10479,Kepler-1298 b,Kepler-1298,1,1,1,0,Transit,7.12811928,,0.117,,,,,6339.0,2.0,1.45,0.13,[Fe/H],,2.57,544.163,
10495,Kepler-1299 b,Kepler-1299,1,1,1,0,Transit,19.9400874,,0.266,,,,,5609.0,0.91,0.94,-0.01,[Fe/H],,4.37,1404.94,
10510,Kepler-130 b,Kepler-130,1,2,3,0,Transit,8.457458,0.079,0.091,,,,,5884.0,1.13,,,,,,316.663,
10517,Kepler-130 c,Kepler-130,1,2,3,0,Transit,27.50868,0.178,0.259,,0.0,89.34,,5879.0,1.17,1.0,0.02,[Fe/H],0.155,,316.663,
10527,Kepler-130 d,Kepler-130,1,2,3,0,Transit,87.517905,0.377,0.146,,,,,5884.0,1.13,,,,,,316.663,
10546,Kepler-1300 b,Kepler-1300,1,1,1,0,Transit,22.2419092,,0.122,,,,,6130.0,1.79,1.29,0.05,[Fe/H],,3.55,777.025,
10554,Kepler-1301 b,Kepler-1301,1,1,1,0,Transit,9.08237046,,0.125,,,,,5188.0,0.81,0.85,0.01,[Fe/H],,4.9,854.28,
10557,Kepler-1302 b,Kepler-1302,1,1,1,0,Transit,8.83922659,,0.128,,,,,5236.0,0.82,0.86,0.04,[Fe/H],,4.68,634.58,
10571,Kepler-1303 b,Kepler-1303,1,1,1,0,Transit,7.56127224,,0.127,,,,,5771.0,1.0,1.01,0.04,[Fe/H],,4.47,897.783,
10579,Kepler-1304 b,Kepler-1304,1,1,1,0,Transit,16.1288853,,0.204,,,,,5259.0,0.81,0.85,-0.05,[Fe/H],,4.68,2176.08,
10590,Kepler-1305 b,Kepler-1305,1,1,1,0,Transit,13.5630972,,0.168,,,,,5701.0,0.96,0.97,0.01,[Fe/H],,4.37,1575.23,
10599,Kepler-1306 b,Kepler-1306,1,1,1,0,Transit,16.29595382,,0.17,,,,,5727.0,0.97,0.98,0.0,[Fe/H],,4.57,1107.5,
10602,Kepler-1307 b,Kepler-1307,1,1,1,0,Transit,18.01621096,,0.22,,,,,5884.0,1.08,1.06,0.06,[Fe/H],,4.07,1014.62,
10619,Kepler-1308 b,Kepler-1308,1,1,1,0,Transit,2.10433812,,0.046,,,,,3468.0,0.34,0.35,-0.13,[Fe/H],,3.72,112.705,
10627,Kepler-1309 b,Kepler-1309,1,1,1,0,Transit,28.8432647,,0.211,,,,,5235.0,0.8,0.85,-0.03,[Fe/H],,4.27,,
10631,Kepler-131 b,Kepler-131,1,1,2,0,Transit,16.092,,0.215,0.051,,,,5685.0,1.03,1.02,0.12,[Fe/H],,3.66,228.678,4.86846e-05
10649,Kepler-131 c,Kepler-131,1,1,2,0,Transit,25.5169,,0.075,0.026,,,,5685.0,1.03,1.02,0.12,[Fe/H],,3.66,228.678,2.48196e-05
10658,Kepler-1310 b,Kepler-1310,1,1,1,0,Transit,0.67933627,,0.128,,,,,5549.0,0.88,0.91,-0.07,[Fe/H],,4.17,569.185,
10665,Kepler-1311 b,Kepler-1311,1,1,3,0,Transit,11.1726994,,0.111,,,,,5748.0,1.4,1.05,0.09,[Fe/H],,7.59,866.331,
10676,Kepler-1311 c,Kepler-1311,1,1,3,0,Transit,2.53573424,,0.109,,,,,5748.0,1.4,1.05,0.09,[Fe/H],,7.59,866.331,
10681,Kepler-1311 d,Kepler-1311,1,1,3,0,Transit,197.5110016,,0.862,,,,,5616.0,1.67,1.03,0.04,[Fe/H],,,866.331,
10697,Kepler-1312 b,Kepler-1312,1,1,2,0,Transit,5.44832529,,0.187,,,,,5719.0,0.92,0.99,-0.02,[Fe/H],,2.0,299.104,
10704,Kepler-1312 c,Kepler-1312,1,1,2,0,Transit,1.11611998,,0.092,,,,,5721.0,0.91,0.98,0.02,[Fe/H],,,299.104,
10713,Kepler-1313 b,Kepler-1313,1,1,1,0,Transit,3.83309118,,0.157,,,,,5453.0,0.85,0.92,0.0,[Fe/H],,2.69,174.234,
10718,Kepler-1314 b,Kepler-1314,1,1,1,0,Transit,5.42474928,,0.456,,,,,4188.0,0.59,0.6,-0.22,[Fe/H],,6.03,,
10730,Kepler-1315 b,Kepler-1315,1,1,2,0,Transit,0.84338011,,0.123,,,,,4861.0,0.75,0.8,0.07,[Fe/H],,3.47,480.869,
10735,Kepler-1315 c,Kepler-1315,1,1,2,0,Transit,6.56606007,,0.165,,,,,4818.0,0.86,0.81,0.56,[Fe/H],,,480.869,
10745,Kepler-1316 b,Kepler-1316,1,1,1,0,Transit,87.9732136,,0.316,,,,,5884.0,1.12,1.04,0.03,[Fe/H],,5.13,800.871,
10752,Kepler-1317 b,Kepler-1317,1,1,1,0,Transit,0.56887443,,0.139,,,,,5144.0,0.79,0.83,-0.01,[Fe/H],,4.79,728.303,
10763,Kepler-1318 b,Kepler-1318,1,1,1,0,Transit,213.257663,,0.277,,,,,4598.0,0.7,0.73,-0.01,[Fe/H],,4.57,475.248,
10776,Kepler-1319 b,Kepler-1319,1,2,1,0,Transit,2.88676265,,0.12,,,,,3655.0,0.54,0.56,0.44,[Fe/H],,5.37,103.917,
10790,Kepler-132 b,Kepler-132,1,2,4,0,Transit,6.178196,0.067,0.108,,,,,6003.0,1.18,,,,,,349.549,
10799,Kepler-132 c,Kepler-132,1,2,4,0,Transit,6.414914,0.068,0.114,,,,,6003.0,1.18,,,,,,349.549,
10802,Kepler-132 d,Kepler-132,1,2,4,0,Transit,18.010199,0.136,0.138,,,,,6003.0,1.18,,,,,,349.549,
10816,Kepler-132 e,Kepler-132,1,2,4,0,Transit,110.2869374,,0.105,,,,,6023.0,1.1,1.03,-0.13,[Fe/H],,4.37,349.549,
10822,Kepler-1320 b,Kepler-1320,1,1,1,0,Transit,0.86838653,,0.152,,,,,4817.0,0.74,0.8,0.1,[Fe/H],,3.16,647.424,
10836,Kepler-1321 b,Kepler-1321,1,1,3,0,Transit,11.12830484,,0.439,,,,,4094.0,0.53,0.54,-0.45,[Fe/H],,4.17,769.146,
10847,Kepler-1321 c,Kepler-1321,1,1,3,0,Transit,2.22649109,,0.214,,,,,4094.0,0.53,0.54,-0.45,[Fe/H],,4.17,769.146,
10856,Kepler-1321 d,Kepler-1321,1,1,3,0,Transit,5.72092009,,0.234,,,,,3640.0,0.5,0.51,0.21,[Fe/H],,,769.146,
10865,Kepler-1322 b,Kepler-1322,1,1,2,0,Transit,0.96286738,,0.144,,,,,5488.0,0.87,0.9,-0.07,[Fe/H],,4.47,1350.32,
10873,Kepler-1322 c,Kepler-1322,1,1,2,0,Transit,6.45998001,,0.192,,,,,5704.0,0.8,0.9,-0.3,[Fe/H],,,1350.32,
10878,Kepler-1323 b,Kepler-1323,1,1,1,0,Transit,0.92990668,,0.136,,,,,6169.0,1.4,1.18,0.02,[Fe/H],,3.55,465.417,
10890,Kepler-1324 b,Kepler-1324,1,1,1,0,Transit,4.11584468,,0.135,,,,,4776.0,0.73,0.78,0.05,[Fe/H],,2.88,481.667,
10902,Kepler-1325 b,Kepler-1325,1,1,1,0,Transit,33.8786838,,0.255,,,,,5550.0,0.91,0.93,0.01,[Fe/H],,4.79,973.368,
10906,Kepler-1326 b,Kepler-1326,1,1,1,0,Transit,42.3514267,,0.373,,,,,6725.0,1.74,1.45,0.02,[Fe/H],,1.7,698.326,
10918,Kepler-1327 b,Kepler-1327,1,1,1,0,Transit,14.88801098,,0.161,,,,,5885.0,1.03,1.02,-0.03,[Fe/H],,4.07,678.069,
10928,Kepler-1328 b,Kepler-1328,1,1,1,0,Transit,4.52158888,,0.087,,,,,5780.0,0.99,1.0,0.0,[Fe/H],,4.57,813.543,
10938,Kepler-1329 b,Kepler-1329,1,1,1,0,Transit,9.33646594,,0.194,,,,,4500.0,0.69,0.72,0.02,[Fe/H],,5.62,588.037,
10950,Kepler-133 b,Kepler-133,1,1,2,0,Transit,8.129976,0.083,0.157,,,,,5736.0,1.43,,,,,,653.6,
10960,Kepler-133 c,Kepler-133,1,1,2,0,Transit,31.517586,0.204,0.253,,,,,5736.0,1.43,,,,,,653.6,
10966,Kepler-1330 b,Kepler-1330,1,1,1,0,Transit,10.10769068,,0.147,,,,,5608.0,0.94,0.97,0.08,[Fe/H],,4.9,1720.48,
10979,Kepler-1331 b,Kepler-1331,1,1,1,0,Transit,0.78916165,,0.094,,,,,4508.0,0.69,0.72,0.05,[Fe/H],,4.17,319.197,
10982,Kepler-1332 b,Kepler-1332,1,1,1,0,Transit,11.87456832,,0.122,,,,,5581.0,0.9,0.95,0.0,[Fe/H],,3.24,528.685,
10998,Kepler-1333 b,Kepler-1333,1,1,1,0,Transit,109.6471842,,0.251,,,,,5628.0,0.92,0.94,-0.04,[Fe/H],,4.57,932.446,
11004,Kepler-1334 b,Kepler-1334,1,1,1,0,Transit,15.64591713,,0.204,,,,,5614.0,0.91,0.94,-0.03,[Fe/H],,4.27,1223.04,
11017,Kepler-1335 b,Kepler-1335,1,1,1,0,Transit,6.26406846,,0.129,,,,,4903.0,0.74,0.77,-0.07,[Fe/H],,4.9,621.853,
11030,Kepler-1336 b,Kepler-1336,1,1,2,0,Transit,23.198681,,0.177,,,,,5512.0,1.3,0.94,0.05,[Fe/H],,12.3,1126.64,
11034,Kepler-1336 c,Kepler-1336,1,1,2,0,Transit,5.77721211,,0.153,,,,,5512.0,1.3,0.94,0.05,[Fe/H],,12.3,1126.64,
11040,Kepler-1337 b,Kepler-1337,1,1,1,0,Transit,24.4002549,,0.215,,,,,4523.0,0.67,0.7,-0.09,[Fe/H],,4.27,601.629,
11050,Kepler-1338 b,Kepler-1338,1,1,1,0,Transit,0.93511806,,0.082,,,,,5909.0,1.05,1.04,0.0,[Fe/H],,3.8,753.26,
11067,Kepler-1339 b,Kepler-1339,1,1,1,0,Transit,1.34155513,,0.063,,,,,5586.0,0.93,0.94,0.01,[Fe/H],,5.62,371.049,
11071,Kepler-134 b,Kepler-134,1,1,2,0,Transit,5.317429,0.06,0.178,,,,,5983.0,1.18,,,,,,334.797,
11085,Kepler-134 c,Kepler-134,1,1,2,0,Transit,10.105785,0.092,0.112,,,,,5983.0,1.18,,,,,,334.797,
11095,Kepler-1340 b,Kepler-1340,1,1,1,0,Transit,0.66502692,,0.138,,,,,6331.0,1.42,1.27,0.07,[Fe/H],,2.4,981.779,
11104,Kepler-1341 b,Kepler-1341,1,2,1,0,Transit,132.9968322,,0.267,,,,,4662.0,0.72,0.79,0.19,[Fe/H],,1.82,476.957,
11112,Kepler-1342 b,Kepler-1342,1,1,1,0,Transit,2.21571036,,0.148,,,,,5527.0,0.9,0.93,0.03,[Fe/H],,4.37,890.724,
11126,Kepler-1343 b,Kepler-1343,1,1,1,0,Transit,3.35183158,,0.172,,,,,5759.0,0.93,0.95,-0.16,[Fe/H],,3.98,1756.71,
11131,Kepler-1344 b,Kepler-1344,1,1,1,0,Transit,4.7683049,,0.164,,,,,5981.0,1.13,1.09,0.06,[Fe/H],,3.63,853.959,
11143,Kepler-1345 b,Kepler-1345,1,1,1,0,Transit,44.6169557,,0.211,,,,,6449.0,1.55,1.32,0.04,[Fe/H],,2.24,1355.02,
11158,Kepler-1346 b,Kepler-1346,1,1,1,0,Transit,3.40165668,,0.141,,,,,6133.0,1.21,1.14,0.04,[Fe/H],,3.09,843.701,
11160,Kepler-1347 b,Kepler-1347,1,1,1,0,Transit,14.00947528,,0.092,,,,,5193.0,0.79,0.82,-0.11,[Fe/H],,5.62,,
11174,Kepler-1348 b,Kepler-1348,1,1,1,0,Transit,27.5722742,,0.173,,,,,5911.0,1.04,1.04,-0.01,[Fe/H],,3.72,1213.82,
11185,Kepler-1349 b,Kepler-1349,1,1,1,0,Transit,2.12823928,,0.062,,,,,6086.0,1.28,1.16,0.03,[Fe/H],,2.88,276.323,
11195,Kepler-135 b,Kepler-135,1,1,2,0,Transit,6.00253,0.067,0.161,,,,,6090.0,1.27,,,,,,621.855,
11199,Kepler-135 c,Kepler-135,1,1,2,0,Transit,11.448708,0.103,0.103,,,,,6090.0,1.27,,,,,,621.855,
11214,Kepler-1350 b,Kepler-1350,1,1,2,0,Transit,4.4968604,,0.225,,,,,3827.0,0.53,0.55,-0.06,[Fe/H],,4.57,340.691,
11225,Kepler-1350 c,Kepler-1350,1,1,2,0,Transit,1.76678906,,0.154,,,,,3827.0,0.53,0.55,-0.06,[Fe/H],,4.57,340.691,
11232,Kepler-1351 b,Kepler-1351,1,1,1,0,Transit,0.91614077,,0.058,,,,,4439.0,0.67,0.7,-0.03,[Fe/H],,4.17,202.782,
11238,Kepler-1352 b,Kepler-1352,1,1,1,0,Transit,1.87788275,,0.079,,,,,6118.0,1.16,1.11,0.0,[Fe/H],,3.16,670.829,
11251,Kepler-1353 b,Kepler-1353,1,1,1,0,Transit,24.7543966,,0.161,,,,,4776.0,0.72,0.76,-0.06,[Fe/H],,4.68,593.384,
11261,Kepler-1354 b,Kepler-1354,1,1,1,0,Transit,76.613377,,0.265,,,,,6168.0,1.24,1.16,0.03,[Fe/H],,2.95,1119.45,
11268,Kepler-1355 b,Kepler-1355,1,1,1,0,Transit,1.28958811,,0.13,,,,,5352.0,0.83,0.88,-0.04,[Fe/H],,4.27,911.269,
11280,Kepler-1356 b,Kepler-1356,1,1,1,0,Transit,0.63400294,,0.136,,,,,5106.0,0.78,0.82,-0.02,[Fe/H],,4.9,845.228,
